scientific_name,common_name,resource_category,title,url,institution,access_license_notes,relevance_to_umwelt
Melomys rubicola,Bramble Cay Melomys,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Melomys_rubicola,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Melomys rubicola,Bramble Cay Melomys,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Melomys%20rubicola,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Crocidura trichura,Christmas Island Shrew,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Crocidura%20trichura,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Crocidura trichura,Christmas Island Shrew,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Crocidura%20trichura,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Crocidura trichura,Christmas Island Shrew,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Crocidura%20trichura,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Crocidura trichura,Christmas Island Shrew,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Crocidura_trichura,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Crocidura trichura,Christmas Island Shrew,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Crocidura%20trichura,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Potorous platyops,Broad-faced Potoroo,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Potorous%20platyops,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Potorous platyops,Broad-faced Potoroo,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Potorous%20platyops,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Potorous platyops,Broad-faced Potoroo,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Potorous%20platyops,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Potorous platyops,Broad-faced Potoroo,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Potorous_platyops,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Potorous platyops,Broad-faced Potoroo,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Potorous%20platyops,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Perameles papillon,Nullarbor Barred Bandicoot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Perameles%20papillon,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Perameles papillon,Nullarbor Barred Bandicoot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Perameles%20papillon,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Perameles papillon,Nullarbor Barred Bandicoot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Perameles%20papillon,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Perameles papillon,Nullarbor Barred Bandicoot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Perameles_papillon,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Perameles papillon,Nullarbor Barred Bandicoot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Perameles%20papillon,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Perameles myosuros,Southern Long-nosed Bandicoot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Perameles%20myosuros,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Perameles myosuros,Southern Long-nosed Bandicoot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Perameles%20myosuros,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Perameles myosuros,Southern Long-nosed Bandicoot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Perameles%20myosuros,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Perameles myosuros,Southern Long-nosed Bandicoot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Perameles_myosuros,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Perameles myosuros,Southern Long-nosed Bandicoot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Perameles%20myosuros,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Perameles notina,Southeastern Striped Bandicoot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Perameles%20notina,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Perameles notina,Southeastern Striped Bandicoot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Perameles%20notina,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Perameles notina,Southeastern Striped Bandicoot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Perameles%20notina,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Perameles notina,Southeastern Striped Bandicoot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Perameles_notina,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Perameles notina,Southeastern Striped Bandicoot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Perameles%20notina,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Chaeropus ecaudatus,Southern Pig-footed Bandicoot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Chaeropus%20ecaudatus,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Chaeropus ecaudatus,Southern Pig-footed Bandicoot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Chaeropus%20ecaudatus,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Chaeropus ecaudatus,Southern Pig-footed Bandicoot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Chaeropus%20ecaudatus,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Chaeropus ecaudatus,Southern Pig-footed Bandicoot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Chaeropus_ecaudatus,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Chaeropus ecaudatus,Southern Pig-footed Bandicoot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Chaeropus%20ecaudatus,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Chaeropus yirratji,Northern Pig-footed Bandicoot,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Chaeropus%20yirratji,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Chaeropus yirratji,Northern Pig-footed Bandicoot,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Chaeropus%20yirratji,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Chaeropus yirratji,Northern Pig-footed Bandicoot,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Chaeropus%20yirratji,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Chaeropus yirratji,Northern Pig-footed Bandicoot,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Chaeropus_yirratji,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Chaeropus yirratji,Northern Pig-footed Bandicoot,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Chaeropus%20yirratji,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Zalophus japonicus,Japanese Sea Lion,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Zalophus%20japonicus,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Zalophus japonicus,Japanese Sea Lion,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Zalophus%20japonicus,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Zalophus japonicus,Japanese Sea Lion,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Zalophus%20japonicus,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Zalophus japonicus,Japanese Sea Lion,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Zalophus_japonicus,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Zalophus japonicus,Japanese Sea Lion,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Zalophus%20japonicus,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Diceros bicornis longipes,Western Black Rhinoceros,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Diceros%20bicornis%20longipes,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Diceros bicornis longipes,Western Black Rhinoceros,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Diceros%20bicornis%20longipes,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Diceros bicornis longipes,Western Black Rhinoceros,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Diceros%20bicornis%20longipes,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Diceros bicornis longipes,Western Black Rhinoceros,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Diceros_bicornis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Diceros bicornis longipes,Western Black Rhinoceros,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Diceros%20bicornis%20longipes,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Dusicyon australis,Falkland Islands Wolf,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Dusicyon%20australis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Dusicyon australis,Falkland Islands Wolf,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Dusicyon%20australis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Dusicyon australis,Falkland Islands Wolf,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Dusicyon%20australis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Dusicyon australis,Falkland Islands Wolf,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Dusicyon_australis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Dusicyon australis,Falkland Islands Wolf,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Dusicyon%20australis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Raphus cucullatus,Dodo,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Raphus%20cucullatus,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Raphus cucullatus,Dodo,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Raphus%20cucullatus,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Raphus cucullatus,Dodo,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Raphus%20cucullatus,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Raphus cucullatus,Dodo,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Raphus_cucullatus,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Raphus cucullatus,Dodo,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Raphus%20cucullatus,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Raphus cucullatus,Dodo,specimen,Oxford University Museum of Natural History — Oxford Dodo,https://oumnh.ox.ac.uk/learn-the-oxford-dodo,Oxford University Museum of Natural History,Soft-tissue relic; DNA/CT literature cited from museum + journals.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,specimen,OUMNH — Oxford Dodo (alternate public page),https://oumnh.ox.ac.uk/oxford-dodo-en,Oxford University Museum of Natural History,Duplicate entry point; use for visitor-facing copy consistency.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,interpretation,NHM London — ‘real facts’ popular science article,https://www.nhm.ac.uk/discover/the-dodo-bird-the-real-facts-about-this-icon-of-extinction.html,"Natural History Museum, London","Secondary; good for AR / iconography context, not primary taxonomy.",Curated lead; verify before production embed.
Raphus cucullatus,Dodo,interpretation,NHM London — DinoDirectory entry,https://www.nhm.ac.uk/discover/dino-directory/dodo.html,"Natural History Museum, London",Kid-facing; still useful for glossary copy discipline.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,genomics,PMC — columbiform mitogenomes incl. dodo & solitaire (Soares et al.),https://pmc.ncbi.nlm.nih.gov/articles/PMC5080718/,NIH / authors,Cited molecular phylogeny; supports Nicobar pigeon comparative framing.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,morphology,PMC — convex-hull mass from CT (Brassey et al.),https://pmc.ncbi.nlm.nih.gov/articles/PMC4715441/,NIH / authors,Cited body-size / locomotion constraints for animation rig honesty.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,occurrence,GBIF — species search,https://www.gbif.org/species/search?q=Raphus+cucullatus,GBIF,Few modern occurrences; mostly historical specimen digitisation.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,morphology,MorphoSource — search for dodo / Raphus scans,https://www.morphosource.org/catalog/search?q=Raphus+cucullatus,MorphoSource,Check each mesh licence before WebXR import.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,literature,BHL — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Raphus+cucullatus,Biodiversity Heritage Library,Colonial voyage accounts and early plates.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,literature,Internet Archive — search,https://archive.org/search?query=Raphus+cucullatus,Internet Archive,Mixed rights; evaluate each item.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,taxonomy,NCBI Taxonomy,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?name=Raphus+cucullatus,NCBI,Links to sequence records if deposited.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,education,Animal Diversity Web — species account,https://animaldiversity.org/accounts/Raphus_cucullatus/,University of Michigan Museum of Zoology,Secondary; verify against monographs.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,conservation_record,IUCN Red List — search,https://www.iucnredlist.org/search?query=Raphus+cucullatus,IUCN,Historical assessments; cross-check with Reunion/Mauritius literature.,Curated lead; verify before production embed.
Raphus cucullatus,Dodo,commons,Wikimedia Commons — category (historical images),https://commons.wikimedia.org/wiki/Category:Raphus_cucullatus,Wikimedia,"Per-file author/licence; many are centuries-old PD, some modern CC.",Curated lead; verify before production embed.
Raphus cucullatus,Dodo,research_article,Taylor & Francis — Oxford Dodo micro-CT / provenance spotlight (2020),https://www.tandfonline.com/doi/full/10.1080/08912963.2020.1782396,Taylor & Francis,Publisher page; use institutional access or author manuscript if needed.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Ectopistes%20migratorius,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Ectopistes migratorius,Passenger Pigeon,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Ectopistes%20migratorius,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Ectopistes migratorius,Passenger Pigeon,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Ectopistes%20migratorius,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Ectopistes migratorius,Passenger Pigeon,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Ectopistes_migratorius,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Ectopistes migratorius,Passenger Pigeon,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Ectopistes%20migratorius,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Ectopistes migratorius,Passenger Pigeon,specimen,NMNH — Martha (last individual) overview,https://naturalhistory.si.edu/research/vertebrate-zoology/birds/collections-overview/martha-last-passenger-pigeon,Smithsonian National Museum of Natural History,USNM 30936; anchor for ‘endling’ narrative and ethics UI.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,museum_archive,Smithsonian — Martha object record (SIRIS),https://www.si.edu/object/martha-passenger-pigeon%3Asiris_sic_11640,Smithsonian Institution,Archival metadata; not a substitute for specimen database for research.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,species_account,Birds of the World — Passenger Pigeon (Blockstein 2020),https://birdsoftheworld.org/bow/species/paspig/cur/introduction,Cornell Lab of Ornithology,Subscription institution may be required; DOI 10.2173/bow.paspig.01.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,multimedia,Birds of the World — figures / media tab,https://birdsoftheworld.org/bow/species/paspig/cur/multimedia?media=figures,Cornell Lab of Ornithology,Historic images; check BOW terms for screenshot reuse in deck.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,education,Project Passenger Pigeon (Chicago Academy of Sciences),https://naturemuseum.org/cas/project-passenger-pigeon,Peggy Notebaert Nature Museum,Public-education hub tied to 2014 centenary programming.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,education,Project Passenger Pigeon — archives & downloadable resources,https://naturemuseum.org/cas/project-passenger-pigeon/p3-archives,Peggy Notebaert Nature Museum,Lesson plans & exhibit panels; verify allowed redistribution.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,occurrence,GBIF — species search,https://www.gbif.org/species/search?q=Ectopistes+migratorius,GBIF,"Eggs, skins, and legacy observation rows — cite publisher.",Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,literature,BHL — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Ectopistes+migratorius,Biodiversity Heritage Library,"Market hunting, nesting colony accounts; primary historical texture.",Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,literature,"Internet Archive — Mershon, The Passenger Pigeon (1907)",https://archive.org/details/passengerpigeon00mers,Internet Archive,Public-domain era likely; confirm on IA rights tab.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,literature,"Internet Archive — French, Passenger Pigeon in Pennsylvania (1919)",https://archive.org/details/passengerpigeoni00fren,Internet Archive,Regional hunting history; cite page images used.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,journalism,Audubon — long-form on extinction drivers,https://www.audubon.org/magazine/why-passenger-pigeon-went-extinct,National Audubon Society,Secondary synthesis; link to Schorger / primary sources for claims.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,audiovisual,xeno-canto — species page (sparse but check for historical uploads),https://xeno-canto.org/species/Ectopistes-migratorius,xeno-canto,Likely empty; documents **acoustic absence** — powerful for Umwelt ‘silence’.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,conservation_record,IUCN Red List — search (assessment text if indexed),https://www.iucnredlist.org/search?query=Ectopistes+migratorius,IUCN,Use assessment citations for any ‘official’ threat narrative.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,journalism,All About Birds — essay on collecting & memory,https://www.allaboutbirds.org/news/a-passion-for-a-pigeon/,Cornell Lab of Ornithology,Humanities angle for reflection panel prompts.,Curated lead; verify before production embed.
Ectopistes migratorius,Passenger Pigeon,open_access,Smithsonian Open Access — search gateway (related media),https://www.si.edu/openaccess,Smithsonian Institution,Filter for CC0 2D assets where available; not all Martha-adjacent items are OA.,Curated lead; verify before production embed.
Numenius tenuirostris,Slender-billed Curlew,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Numenius%20tenuirostris,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Numenius tenuirostris,Slender-billed Curlew,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Numenius%20tenuirostris,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Numenius tenuirostris,Slender-billed Curlew,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Numenius%20tenuirostris,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Numenius tenuirostris,Slender-billed Curlew,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Numenius_tenuirostris,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Numenius tenuirostris,Slender-billed Curlew,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Numenius%20tenuirostris,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Numenius tenuirostris,Slender-billed Curlew,audiovisual,xeno-canto — species page (rare flight-call recordings),https://xeno-canto.org/species/Numenius-tenuirostris,xeno-canto,Creative Commons per recording; read each track’s licence.,Curated lead; verify before production embed.
Psittirostra psittacea,Ou,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Psittirostra%20psittacea,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Psittirostra psittacea,Ou,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Psittirostra%20psittacea,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Psittirostra psittacea,Ou,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Psittirostra%20psittacea,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Psittirostra psittacea,Ou,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Psittirostra_psittacea,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Psittirostra psittacea,Ou,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Psittirostra%20psittacea,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Pinguinus impennis,Great Auk,portal_search,IUCN Red List — search,https://www.iucnredlist.org/search?query=Pinguinus%20impennis,IUCN,Red List text and maps have specific citation requirements; see IUCN terms.,Authoritative extinction status narrative and threats summary.
Pinguinus impennis,Great Auk,occurrence,"GBIF — species search (specimens, fossils, observations)",https://www.gbif.org/species/search?q=Pinguinus%20impennis,GBIF,Per-dataset licences via dataset DOI; many CC BY.,Georeferenced material for map layer; label per-record uncertainty.
Pinguinus impennis,Great Auk,literature,Biodiversity Heritage Library — full-text search,https://www.biodiversitylibrary.org/search?searchTerm=Pinguinus%20impennis,BHL consortium,Volume-level rights vary; many pre-1928 works are public domain.,"Historical behaviour, habitat, and anthropogenic exploitation accounts."
Pinguinus impennis,Great Auk,encyclopedia,Wikipedia — species article (verify against primary sources),https://en.wikipedia.org/wiki/Pinguinus_impennis,Wikimedia Foundation,CC BY-SA; trace citations to primary literature for exhibit copy.,Orientation only; use epistemic UI as Interpolated unless cross-cited.
Pinguinus impennis,Great Auk,genomics_literature,PubMed / Europe PMC — scientific name search,https://pubmed.ncbi.nlm.nih.gov/?term=Pinguinus%20impennis,NIH / Europe PMC,Abstracts and OA full text vary by publisher.,"aDNA, morphology, ecology papers for cited reconstruction layers."
Pinguinus impennis,Great Auk,literature,BHL blog — Once There Were Billions (Great Auk corpus intro),https://blog.biodiversitylibrary.org/2014/06/once-there-were-billions-great-auk,Biodiversity Heritage Library,Entry to thousands of digitised pages mentioning the species.,Curated lead; verify before production embed.
